pergunta;resposta
Quem foram os principais comandantes da Guerra Franco-Indígena?;James Wolfe, George Washington, Jean Erdman, Baron Dieskau, Louis-Joseph de Montcalm, Sir William Johnson, Pierre François de Rigaud, Marquis de Vaudreuil-Cavagnal
Quem eram os principais aliados dos franceses na Guerra Franco-Indígena?;os algonquinos e os hurões
Quem foram os principais aliados dos britânicos na Guerra Franco-Indígena?;os iroqueses
Qual foi um evento crucial que isolou as forças francesas na América do Norte durante a Guerra Franco-Indígena?;o controle do Atlântico pela Grã-Bretanha
Que região estratégica os franceses conquistaram em 1756, desencadeando o bloqueio inglês às costas da França?;a ilha de Minorca
Qual foi um dos eventos militares decisivos em 1758 que beneficiou a Grã-Bretanha na Guerra Franco-Indígena?;a queda de Louisbourg
Quem liderou a Grã-Bretanha durante as vitórias cruciais de 1759 na Guerra Franco-Indígena?;Pitt, o Velho
Qual foi um impacto do Pacto de Família no conflito global da Guerra dos Sete Anos?;França e Espanha se aliaram contra a Grã-Bretanha
Que evento marcou a captura de Montreal pelos britânicos em 1760?;Montreal Campaign
Quais foram as terras envolvidas no controle francês durante a Guerra Franco-Indígena?;Louisiana (New France)
