pergunta;resposta
Qual é a religião predominante dos Huguenotes?;Calvinismo/Igreja Reformada
Quantos Huguenotes deixaram a França após a revogação do Édito de Nantes?;Cerca de 300 000
Em que data ocorreu a revogação do Édito de Nantes, que levou à expulsão dos Huguenotes?;18 de outubro de 1685
Qual é o termo em português para os protestantes franceses durante as guerras religiosas na França?;Huguenotes
Qual é o modelo de página wiki utilizado pelos Huguenotes que fornece informações de pronúncia em inglês?;Template:IPAc-en
Qual foi o rei francês responsável pelas perseguições contra os Huguenotes?;Luís XIV
Qual é o nome da categoria que classifica os Huguenotes como um grupo etnoreligioso?;Ethnoreligious groups
Qual é o nome da categoria que está relacionada à história dos Huguenotes na França?;Huguenot history in France
Qual é o nome do grupo étnico-irlandês relacionado aos Huguenotes?;Scotch-Irish Americans
Em que data a página de Huguenotes foi atualizada pela última vez segundo o conteúdo fornecido?;2010-12-31
