pergunta;resposta
Qual o título que Varsóvia recebeu após sua reconstrução pós-Segunda Guerra Mundial?;Cidade Fênix
Em qual século a história de Varsóvia como cidade remonta?;Século XIII
Qual o nome da coluna localizada no Centro Histórico de Varsóvia?;Coluna de Sigismundo
Em que ano o Centro Histórico de Varsóvia foi declarado Patrimônio da Humanidade pela Unesco?;1980
Qual tratado e pacto são internacionalmente associados a Varsóvia?;Pacto de Varsóvia e Tratado de Varsóvia
Qual é a média de dias de precipitação em Varsóvia por ano?;162.9
Qual a média de umidade relativa em setembro em Varsóvia?;79.5%
Qual o valor da precipitação média em março em Varsóvia (em mm)?;29 mm
Qual o recorde de temperatura alta em Varsóvia em junho (°C)?;36.2°C
Qual o recorde de temperatura baixa média em Varsóvia em setembro (°C)?;2.7°C
