pergunta;resposta
Qual a eletronegatividade do oxigênio, superada apenas por outro elemento?;a segunda mais elevada.
Qual o nome do cientista que, em 1777, cunhou o nome "oxigênio"?;Antoine Lavoisier.
Qual a principal função do ozônio na atmosfera terrestre?;absorve radiação ultravioleta.
Qual a fórmula química do dioxigênio?;O2.
Em qual proporção o oxigênio compõe a massa dos organismos vivos?;a maior parte
Qual o principal constituinte da água, essencial para a vida?;oxigênio.
Qual a cor do oxigênio em estado líquido?;azul.
Além de óxidos, que outros tipos de compostos o oxigênio forma facilmente?;proteínas, ácidos nucleicos, carboidratos e lípidos.
Qual a crença equivocada que levou à escolha do nome "oxigênio"?;que todos os ácidos necessitavam de oxigênio para sua composição.
Qual o nome do cientista que descobriu o oxigênio de forma independente em 1773?;Carl Wilhelm Scheele.
