pergunta;resposta
O que é a desigualdade econômica?;Diferença na distribuição de renda e patrimônio entre indivíduos ou grupos na sociedade
Qual um dos principais fatores que contribui para a desigualdade econômica?;Acesso desigual à educação e oportunidades
Como a desigualdade econômica afeta a coesão social?;Provoca sentimentos de injustiça e descrédito em instituições
Qual indicador é usado para medir a desigualdade de renda?;Índice de Gini
Quais países são exemplos de altas taxas de desigualdade econômica?;Brasil e África do Sul
Que políticas podem reduzir a desigualdade econômica?;Imposto de renda progressivo e programas sociais
Qual porcentagem da riqueza global é controlada pelo 1% mais rico?;Mais de metade (50%)
Como a desigualdade econômica afeta a saúde?;Aumento de problemas crônicos como diabetes e hipertensão
Qual organização destacou que os bilionários detêm mais riqueza que o restante da população mundial?;Oxfam
Quanto percentual da riqueza global está nas mãos dos 1% mais abastados?;Mais de 50%
