pergunta;resposta
Qual é o nome da série na tabela periódica que o oxigênio pertence?;Série dos halogênios (Grupo 17)
O que significa a designação 'Ox' no símbolo do elemento para oxigênio?;A designação "Ox" é uma abreviação arcaica, que não é mais utilizada na nomenclatura moderna dos elementos químicos. O símbolo oficial para o oxigênio é 'O'.
Qual é a principal fonte natural de produção de oxigênio?;A fotossíntese realizada por plantas e algumas bactérias, como cianobactérias.
Quantas camadas eletrônicas possui o oxigênio?;2 (Camada de valência: ns^2 np^4)
Em que estado físico se encontra o oxigênio na temperatura ambiente?;Gas
O que acontece quando o oxigênio entra em contato com substâncias inflamáveis?;Pode causar incêndios ou explosões devido à sua natureza altamente reativa.
Quais são as propriedades físicas do oxigênio gasoso?;Cor branco, inodoro, insípido, ligeiramente solúvel em água e denso que 1,29 vezes o ar.
O que é a formação de radicais de oxigênio?;A formação de radicais de oxigênio (ROS) ocorre quando o oxigênio atua como um reagente oxidante, resultando na produção de espécies altamente reativas com efeitos bioquímicos importantes.
Quais são alguns dos usos do oxigênio em medicina?;Sopa de oxigênio, terapia hipóxica intermitente, terapia de oxigênio suplementar (TOS) e ventilação mecânica.
Por que o oxigênio é essencial para a vida na Terra?;Porque é um componente chave do processo respiratório das células, permitindo a conversão de nutrientes em energia através da respiração celular.
