pergunta;resposta
Qual é o comprimento do rio Reno em quilômetros?;1 233 km
Qual cidade cruza a Ponte Kaiserbrücke?;Mainz
Qual rio é o mais longo da Holanda?;Rhine
Qual rio está associado à Plantação Nuclear Biblis?;Rhine
Qual rio cruza a Ponte Ludendorff?;Rhine
Qual rio é o local de realização das Campeonatos Europeus de Remei em 1907?;Rhine
Qual rio está associado às Campanhas Germânicas e Sarmáticas de Constantino?;Rhine
Qual rio é o local da foz do rio Aare?;Rhine
Qual rio é o local da foz do rio Nahe?;Rhine
Qual rio é o local da foz do rio Sauer?;Rhine
