```csv
pergunta;resposta
Qual é o rio principal nas margens do qual está localizada Varsóvia?;Vístula
Em que ano a população estimada de Varsóvia era de 1 716 855 habitantes?;2012
Qual evento histórico levou ao título de "Phoenix City" para Varsóvia?;Segunda Guerra Mundial
Quem transferiu sua corte e a capital polonesa de Cracóvia para Varsóvia em 1569?;Sigismundo III
Qual é o maior Teatro Nacional do mundo localizado em Varsóvia?;Teatro Nacional de Varsóvia
Em qual século remonta a história inicial de Varsóvia?;XIII
Quem morreu em Varsóvia e foi beatificado na cidade?;Melchor Chyliński
Qual é o nome do estádio que faz parte da temporada 2014-15 no futebol polonês?;Stadion Dziesięciolecia
Em qual cidade é sediada a Discovery Channel (Polish TV channel)?;Varsóvia
De acordo com a The Economist Intelligence Unit em 2012, qual foi o ranking de habitabilidade para Varsóvia?;32ª
```
