pergunta;resposta
1. Qual a população estimada do sul da Califórnia em 2019?;23,8 milhões
2. Qual o nome informal da terceira parte do estado da Califórnia?;sul da Califórnia
3. Qual o oceano que faz fronteira ao oeste da região do sul da Califórnia?;Oceano Pacífico
4. Qual o estado que faz fronteira ao leste da região do sul da Califórnia?;Arizona
5. Qual o país que faz fronteira ao sul da região do sul da Califórnia?;México
6. Qual a abreviação comum para o sul da Califórnia?;SoCal
7. Qual o tipo de entidade que é o sul da Califórnia?;Location
8. Qual a principal característica que define as fronteiras do sul da Califórnia?;características físicas
9. Qual é o nome da subdivisão do sul da Califórnia que inclui a cidade de Los Angeles?;Los Angeles
10. Qual o nome da imagem representativa que mostra as rodovias do sul da Califórnia?;I-8 (CA).svg
pergunta;resposta
Qual o nome informal da terceira parte do estado da Califórnia?;sul da Califórnia
Qual é a população estimada do sul da Califórnia em 2019?;23,8 milhões
Qual o oceano que faz fronteira ao oeste da região do sul da Califórnia?;Oceano Pacífico
Qual o estado que faz fronteira ao leste da região do sul da Califórnia?;Arizona
Qual o país que faz fronteira ao sul da região do sul da Califórnia?;México
Qual a abreviação comum para o sul da Califórnia?;SoCal
Qual o tipo de entidade que é o sul da Califórnia?;Location
Qual a principal característica que define as fronteiras do sul da Califórnia?;características físicas
Qual é o nome da subdivisão do sul da Califórnia que inclui a cidade de Los Angeles?;Los Angeles
Qual o nome da imagem representativa que mostra as rodovias do sul da Califórnia?;I-8 (CA).svg
