pergunta;resposta
Quem é conhecido por contribuir para a teoria da complexidade computacional?;Nikolai Sergeevich Bakhvalov
Que modelo de página wiki é utilizado pela teoria da complexidade computacional?;Template:Computer science
Quais são as classes de complexidade associadas à teoria da complexidade computacional?;Computational complexity classes
Que tipo de modelo de página wiki é usado para citações na teoria da complexidade computacional?;Template:Quote
Quem atua na disciplina de teoria da complexidade computacional?;Jelani Nelson
Que tipo de entidade a teoria da complexidade computacional representa?;Thing
Quem é um dos pesquisadores que atua na área de teoria da complexidade computacional?;Ran Raz
Que imagem representativa está associada à teoria da complexidade computacional?;Complexity subsets pspace.svg
Que modelo de página wiki é utilizado para descrever a teoria da complexidade computacional?;Template:Short description
Quais são os principais recursos utilizados para classificar problemas computacionais?;tempo e armazenamento
