pergunta;resposta
Qual é o nome completo do IPCC?;Intergovernmental Panel on Climate Change
Em que ano foi criado o IPCC?;1988
Quais são as organizações da ONU que estabeleceram o IPCC?;a Organização Meteorológica Mundial (OMM) e o Programa das Nações Unidas para o Meio Ambiente (PNUMA)
Qual é o objetivo principal do IPCC?;sintetizar conhecimento sobre mudanças climáticas, incluindo causas, efeitos e riscos
Qual prêmio Nobel foi concedido ao IPCC?;Prêmio da Paz
Quem é o presidente atual do IPCC?;Hoesung Lee
Onde está sediado o IPCC?;Geneva, Suíça
Quem foi o primeiro presidente do IPCC?;Bert Bolin
Quais são os principais relatórios do IPCC?;cinco relatórios maiores
Quem é o vice-presidente do IPCC?;Ismail El Gizouli
