pergunta;resposta
Qual foi um dos teatros da Guerra Franco-Indígena, que também foi um dos teatros da Guerra dos Sete Anos?;A Guerra Franco-Indígena
Quais povos nativos americanos se aliaram com os franceses na Guerra Franco-Indígena?;Algonquinos e os hurões
Qual evento transformou a luta local da Guerra Franco-Indígena?;A eclosão da Guerra dos Sete Anos na Europa
Quem conduziu a guerra com habilidade e vigor após ascender ao poder na Grã-Bretanha em 1757?;Pitt, o Velho
Em qual ano Louisbourg caiu nas mãos britânicas?;1758
Qual foi o impacto da ocupação da ilha de Minorca na Guerra Franco-Indígena?;Provocou o bloqueio inglês às costas da França em Toulon e Brest
Quem se tornou comandante da Grã-Bretanha em 1757?;Pitt, o Velho
Qual foi a principal razão pela qual a França via-se limitada durante a Guerra Franco-Indígena?;Seus compromissos continentais
Qual evento marcou a rendição de todas as possessões francesas no Canadá?;A ocupação de Montreal, em 1760
Qual foi o resultado da entrada da Espanha na guerra em 1761?;Pitt renunciou
