pergunta;resposta
So the user provided 10 examples. But the instruction is to generate 10 pairs. Wait, the user says "gere agora os 10 pares `pergunta;resposta` conforme as instruções e regras acima." So they want 10 pairs, but the examples already have 10. Maybe the user wants new ones? Or perhaps the examples are just examples, and the user wants me to generate 10 regardless. Let me check the original content again to find more points.
**pergunta;resposta**  
Qual é o nome alternativo da floresta amazônica em inglês?;também conhecida em inglês como Amazon  
Quantos quilômetros quadrados de floresta tropical estão na bacia amazônica?;5.500.000 quilômetros quadrados  
Quantos países possuem parte da floresta amazônica?;nove países  
Quantos países têm "Amazonas" em seus nomes?;quatro países  
Qual é a porcentagem da floresta amazônica em relação às florestas tropicais globais?;mais da metade  
Qual é o nome da floresta amazônica em holandês?;Amazoneregenwoud  
Qual é o principal tipo de floresta na bacia amazônica?;floresta tropical  
Qual país abriga a maior parte da floresta amazônica?;Brasil  
A floresta amazônica compõe qual proporção das florestas tropicais do planeta?;mais da metade  
Quantas espécies de árvores estão presentes na floresta amazônica?;16.000 espécies
