pergunta;resposta
1. **De onde são formadas as rochas ígneas?**; magma ou lava
2. **Como se formam as rochas sedimentares?**; a partir de fragmentos de outras rochas, organismos e minerais que se acumulam em locais como rios, oceanos ou desertos.
3. **Qual processo pode transformar uma rocha sedimentar em metamórfica?**; exposição a altas temperaturas e pressões
4. **O que acontece com as rochas quando são expostas a calor epressão elevados?**; elas se transformam em rochas metamórficas
5. **Quais são as três camadas principais da Terra?**; crosta, manto e nucleo
6. **Qual é a principal diferença entre litosfera e astenosfera?**; a temperatura
7. **Qual tipo de fronteira tectônica experimenta o afastamento de placas?**; fronteira divergente
8. **Como os minerais se alteram nas rochas metamórficas?**; através do calor e da pressão
9. **Onde são encontradas as rochas ígneas comumente?**; profundamente no subsolo ou em superfícies como vulcões
10. **Qual é o processo chamado quando uma rocha sedimentar se torna metamórfica?**; metamorfismo
