<think>
Okay, let's tackle this. The user wants me to generate 10 question-answer pairs in CSV format based on the provided context about the Black Death. First, I need to make sure I understand the context thoroughly. The Black Death was a devastating pandemic in the 14th century, caused by Yersinia pestis, affecting Europe and parts of Asia. The key points are the death toll, the spread via trade routes, the impact on society, and the recurrence of the plague.

Now, looking at the examples given, they ask about the origin, how it spread, the percentage of population killed, recovery time, etc. I need to create varied questions that cover different aspects. Let me list possible topics: causes, spread, impact on population, economic effects, recurrence, the role of fleas and rats, the time period, the origin region, the different forms of plague, and the long-term effects.

I need to ensure each question has a unique answer from the context. Let's go through the context again to find specific data. For example, the origin is Central or Eastern Asia, spread via the Silk Road, transported by Genoese merchant ships, the death rate in Europe (30-60%), the population drop from 475M to 350-375M, the recovery taking 200 years, the recurrence until the early 20th century, the different forms (bubonic, septicemic, pneumonic), and the bacterium Yersinia pestis.

Avoiding repetition, I can ask about the cause (bacterium), the main vector (fleas on rats), the years of the peak (1347-1351), the economic impact (social and economic convulsions), the recovery timeline, the origin regions, the forms of the disease, the recurrence until the 20th century, the impact on Florentine population (recovered in 19th century), and the global population reduction.

Now, phrasing these into questions. For example: "Qual é a causa da Peste Negra?" with answer "a bactéria Yersinia pestis." Another could be "Como a Peste Negra se espalhou pela Europa?" answered by "por navios mercantes genoveses transportando ratos infestados de pulgas." Checking for uniqueness and ensuring each answer is directly from the text.

I need to make sure not to repeat similar questions. Also, the answers must be exact or inferable. Once I have 10 distinct questions, I'll format them into CSV with semicolons. Let me count to ensure there are exactly 10 pairs and that each is correct.
</think>

pergunta;resposta
Qual é a causa da Peste Negra?;a bactéria Yersinia pestis.
Como a Peste Negra se espalhou pela Europa?;por navios mercantes genoveses transportando ratos infestados de pulgas.
Qual foi o período de pico da Peste Negra na Europa?;entre 1347 e 1351.
Qual foi o impacto da Peste Negra na população mundial?;redução da população mundial de 475 milhões para 350 a 375 milhões.
Quanto tempo levou para a população europeia se recuperar da Peste Negra?;200 anos.
Qual foi uma das formas da doença causada pela Yersinia pestis?;forma pneumônica.
Qual região é considerada a origem da Peste Negra?;planícies da Ásia Central ou China.
Qual foi o efeito da Peste Negra sobre a economia e a sociedade europeia?;convulsões sociais e econômicas.
Até que século a Peste Negra recorreu?;até o século XX.
Qual cidade teve sua população totalmente recuperada apenas no século XIX?;Florença.
