pergunta;resposta
Qual é o acrônimo em inglês do Painel Intergovernamental sobre Mudanças Climáticas?;IPCC
Quem criou o Painel Intergovernamental sobre Mudanças Climáticas?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Qual é o objetivo principal do Painel Intergovernamental sobre Mudanças Climáticas?;sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas
Onde está localizada a sede do Painel Intergovernamental sobre Mudanças Climáticas?;Genebra, Suíça
Quantos grandes relatórios o Painel Intergovernamental sobre Mudanças Climáticas produziu até 2014?;cinco
Em que ano o Painel Intergovernamental sobre Mudanças Climáticas foi criado?;1988
Qual prêmio o Painel Intergovernamental sobre Mudanças Climáticas ganhou em 2007?;Prêmio Nobel da Paz
O que o Painel Intergovernamental sobre Mudanças Climáticas não produz?;pesquisa original
Quem é o atual líder do Painel Intergovernamental sobre Mudanças Climáticas?;Hoesung Lee
Qual é a principal base para o estabelecimento de políticas climáticas mundiais e nacionais?;o trabalho do Painel Intergovernamental sobre Mudanças Climáticas
