Pergunta;Resposta
1988;The Intergovernmental Panel on Climate Change (IPCC) was established in 1988 under the United Nations Environment Programme (UNEP).
To combat climate change;The main goal of the IPCC is to study and mitigate the effects of climate change, providing scientific basis for international policies.
World Meteorological Organization (WMO);The IPCC was created by the World Meteorological Organization (WMO) as part of UNEP's activities.
All of the above;Kevin E. Trenberth, Julie Arblaster, Sergej Gulev are all Chair members or have significant roles in the IPCC.
Template:Infobox organization;The main activity of the IPCC is categorized under the Template:Infobox organization.
All of the above;Kevin E. Trenberth, Julie Arblaster, Sergej Gulev are part of the IPCC and have specific roles within it.
1990;The first comprehensive report by the IPCC was published in 1990.
All of the above;Kevin E. Trenberth, Julie Arblaster, Sergej Gulev are all known for their roles within the IPCC.
Template:Scientific organizations established in 1988;The main activity of the IPCC falls under the category of scientific organizations established in 1988.
World Meteorological Organization (WMO);The IPCC succeeded the World Meteorological Organization (WMO) as its primary climate change program.
