pergunta;resposta
Qual é o tipo biológico do ctenophora?;EukaryoticCell
O que o ctenophora usa para nadar?;grupos de cílios
Qual a característica principal do ctenophora?;pentes formados por grupos de cílios
O que são comumente conhecidos como ctenóforos?;geleias de pente
O que é o tamanho mínimo do ctenophora?;1 mm de comprimento
Em que tipo de ambiente vive o ctenophora?;águas marinhas e estuarinas
Qual é a principal classe biológica do ctenophora?;Animações não coloniais
O que é a principal usagem do ctenophora?;movimentação na água
Qual é a natureza da morfologia do ctenophora?;morfologia globosa
Qual é a relação evolutiva do ctenophora com os Cnidaria?;convergência evolutiva
