<think>
Okay, I need to create a quiz based on the information provided about Ctenophora. Let me read through the context and facts carefully.

First, the main points from the context: Ctenophores are marine animals known for their comb rows made of cilia used for swimming. They're bioluminescent, have sizes ranging from 1mm to 1.5m, and aren't related to jellyfish despite similar appearances. They're found in oceans and estuaries and exist since the Cambrian period.

Looking at the facts section: Ctenophora is a phylum under Animalia, with subdivisions into classes like Tentaculata, Nuda, and Scleroctenophora. Their authority is Eschscholtz from 1829, and they're sometimes confused with jellyfish due to their gelatinous mesoglea.

Now, I need to generate 10 varied questions covering different aspects without repetition. Let me brainstorm possible areas: classification (phylum), locomotion (cili combs), size range, habitat, bioluminescence, relation to jellyfish, presence in fossils, subdivisions into classes, authority, and common names.

I should ensure each question is clear and has a single correct answer from the given context. Let me structure them one by one.
</think>

```csv
pergunta;resposta
Qual é o filo ao qual pertencem os ctenóforos?;Ctenophora
O que os ctenóforos usam para se locomover?;Grupos de cílios chamados pentes
Qual é a amplitude do tamanho dos ctenóforos?;De 1 mm a 1,5 metros
Em quais tipos de águas os ctenóforos são encontrados?;Águas marinhas e estuarinas
Quem descreveu originalmente o filo Ctenophora?;Eschscholtz, em 1829
O que caracteriza a semelhança entre ctenóforos e medusas?;Convergência evolutiva
Em qual período geológico os ctenóforos são encontrados nos registros fósseis?;Cambriano
Quais são as classes principais do filo Ctenophora?;Tentaculata, Nuda e Scleroctenophora
Qual é a característica distintiva dos ctenóforos relacionada à luz?;Bioluminescência
O que os ctenóforos são comumente conhecidos como?;Águas-vivas de pente ou carambolas-do-mar
```
