pergunta;resposta
O que é a Geologia?;A Geologia é uma ciência que estuda a crosta terrestre, sua composição, formação e estrutura atual.
Quem introduziu o termo "Geologia"?;Jean-André Deluc em 1778 e posteriormente popularizado por Horace-Bénédict de Saussure.
Qual teoria é central na Geologia?;A tectônica de placas, que estuda a movimentação das placas litosféricas sobre a astenosfera.
Quais recursos naturais são estudados pela Geologia?;Petróleo, carvão, ouro, ferro, cobre e urânio, além de minerais industriais como argila e quartzo.
Qual revista está relacionada à Geologia?;Revista de la Asociación Geológica Argentina e International Journal of Earth Sciences.
Quantos cursos de Graduação em Geologia existem no Brasil?;35 cursos presenciais distribuídos em 18 estados brasileiros.
Quanto tempo a Terra tem, segundo a Geologia?;Aproximadamente 4,6 bilhões de anos.
Nomeie um geólogo notável.;William Valentine, Petr Rajlich, ou Marie Tharp são exemplos de geólogos renomados.
Qual livro está associado à Geologia?;"Vertebrate Palaeontology" e "Underland (book)" são obras ligadas a Geologia.
O que a Geologia estuda?;A crosta terrestre, incluindo sua composição, formação e alterações desde a origem da Terra.
