pergunta;resposta
Qual é o propósito principal de um projeto de construção?;Construir estruturas
Qual é um material comum usado na construção?;Concreto
Qual é o papel de um gerente de construção?;Planejar, coordenar e gerenciar projetos de construção
Qual equipamento de segurança é essencial em um canteiro de obras?;Capacete de segurança
Qual é a primeira fase de um projeto de construção?;Planejamento
Qual é o propósito de um projeto de construção?;Definir os detalhes do projeto antes da construção
Qual é um tipo comum de projeto de construção?;Edifícios residenciais
Qual é a importância de um cronograma na construção?;Garantir que o projeto seja concluído no prazo
Qual é um fator-chave na escolha de materiais de construção?;Resistência e durabilidade
Qual é a função de um inspetor de construção?;Verificar o cumprimento das normas e regulamentos
