pergunta;resposta  
Qual foi o resultado da guerra francesa e indiana?;(vitória britânica e a assinatura do Tratado de Paris em 1763)  
Quem foi um dos comandantes britânicos importantes durante a guerra?;George Washington  
Qual foi a causa inicial da guerra?;disputa pelo controle das confluências dos rios Allegheny e Monongahela (Forks do Ohio)  
Quantas tropas francesas estavam no auge da guerra?;42.000 regulares e milicianos  
Qual foi a causa da derrota britânica em 1755?;combinação de má administração, divisões internas e eficácia dos aliados franceses e guerreiros indígenas  
Qual foi a batalha que marcou o início da violência?;Batalha de Jumonville Glen, em maio de 1754  
Qual foi a consequência da derrota de Edward Braddock?;perda de uma campanha britânica crucial e morte de Braddock na Batalha de Monongahela  
Quais foram as principais regiões envolvidas na guerra?;Valley do Ohio e Maritimes (Nova Escócia, Nova Inglaterra)  
Quantas vítimas foram registradas durante a guerra?;1.512  
Quem foram os principais aliados dos franceses?;tribos indígenas como os Mingo, Wabanaki e outras nações nativas.
