pergunta;resposta
Qual é o foco principal da Farmácia?;Estudo de fármacos, drogas e medicamentos
Quem trabalha na área farmacêutica?;Farmacêuticos
O que os farmacêuticos estudam e utilizam?;Fármacos, drogas e medicamentos
Em quais estabelecimentos são fornecidos serviços farmacêuticos?;Hospitais como Apollo Hospitals
Qual é a origem da palavra 'farmácia'?;Do grego φάρμακον (pharmakon)
Qual órgão está relacionado à Farmácia na Austrália?;Australian Pharmaceutical Formulary
O que alguém com formação em Farmácia se torna?;Farmacêutico
Em quais setores a Farmácia atua?;Saúde e ciências químicas
Qual é a finalidade da American Society of Consultant Pharmacists?;Prestar consultoria farmacêutica
Quais empresas são parte da indústria farmacêutica?;Bartell Drugs
