```csv
pergunta;resposta
O que são ctenophora conhecidos comumente como?;carambolas-do-mar ou águas-vivas-de-pente
Qual é a origem etimológica da palavra ctenophora em grego?;κτείς kteis 'pente' e φέρω pherō 'portador'
Em que tipo de água os ctenophora são encontrados naturalmente?;águas oceânicas e estuarinas
Qual é a característica distintiva dos ctenophora para se locomoverem?;'pentes' - grupos de cílios
O que significa bioluminescência em relação aos ctenophora?;capacidade de emitir luz
De qual período do registo fóssil o grupo Ctenophora é parte?;Cambriano
Qual modelo de página wiki é usado por ctenophora para controlar autoridade?;Template:Authority control
Quem descreveu os ctenophora primeiramente em 1829?;Eschscholtz
Como o tamanho dos adultos de ctenophora varia?;de cerca de 1 mm a 1,5 m de comprimento
Qual é uma das subdivisões do filo Ctenophora mencionada no contexto?;Tentaculata
```
