pergunta;resposta
Quem pertence à indústria de construção: COMSA EMTE ou Hazama Ando?;Hazama Ando
Qual é a diferença entre construção e reforma no Brasil?;Reforma é usada para ampliação, inovação, restauração ou pequenas alterações, enquanto construção é a execução completa de um projeto
Quantas empresas são mencionadas como pertencentes à indústria de construção?;Mais de 50 empresas são mencionadas
Qual é o hiperônimo da categoria "Construction"?;Process
Que tipo de empresas possuem "serviços Construction"?;Empresas como Ability with Innovation, Aerodium e AE Smith
O que é executado em uma construção, de acordo com o texto?;A execução de todas as etapas do projeto da fundação ao acabamento
Qual é o dado numérico associado à categoria "Construction"?;839.1 e 40.2
Quantas empresas são mencionadas como tendo "hiperônimo Construction"?;Mais de 20 empresas
Qual é o termo usado no Brasil para obras de ampliação ou restauração?;Reforma
Quantos modelos de página wiki são mencionados como sendo usados pela categoria "Construction"?;Mais de 5 modelos
pergunta;resposta  
O que é a construção, de acordo com o texto?;A execução do projeto previamente elaborado, seja de uma edificação ou obra de infraestrutura  
No Brasil, qual termo é usado para obras de pequena reforma ou restauração?;Reforma  
Qual é o hiperônimo da categoria "Construction"?;Process  
Qual empresa mencionada no texto atua na indústria de construção?;China State Construction Engineering  
Que tipo de empresa é "Ability with Innovation" em relação à categoria "Construction"?;Possui serviços Construction  
Quantos dados numéricos são associados à categoria "Construction" no texto?;2  
Qual empresa mencionada no texto tem como hiperônimo "Construction"?;Conditional perfect  
Qual modelo de página wiki é utilizado pela categoria "Construction"?;Template:Wiktionary  
Quantas empresas são mencionadas como pertencentes à indústria de construção?;Mais de 50  
Qual termo é usado no texto para descrever a execução de todas as etapas de um projeto?;Construção
