pergunta;resposta
Qual é o principal risco na construção de um edifício?;Acidentes por queda de materiais
Quem utiliza a pickaxe na construção?;O operador de equipamentos pesados
Quais são os principais benefícios da tecnologia moderna na construção?;Melhor qualidade, custos reduzidos e maior eficiência
Qual é a principal ferramenta usada no canteiro de obra?;Pickaxe eletrônico
Qual é o objetivo principal da prevenção de acidentes na construção?;Prevenir lesões e mortes
Qual é o documento mais importante para autorizar um projeto de construção?;Projeto inicial ou planta baixa
Qual é a principal vantagem do uso de andamento em concreto armado?;Melhor resistência ao traço e durabilidade aumentada
Qual é a função da grade elevadora na construção?;Elevar materiais e ferramentas pesadas
Qual é o principal objetivo das normas de segurança na construção?;Garantir um ambiente de trabalho seguro para os trabalhadores
Qual é a consequência mais séria de uma falha na segurança nas alturas na construção?;Acidente fatal ou graves ferimentos
