pergunta;resposta
Árvores na Amazon são muito mais antigas que a maioria das outras florestas?;sim
Qual é a principal função da biodiversidade na Amazonia?;promover a fertilidade do solo
Quantos anos de existência tem o Amazon Rainforest, aproximadamente?;aleatório entre 500 e 600 milhões de anos
O que ocorre se algum tipo de planta da Floresta Amazônica desaparecer?;mudança na biodiversidade local
Qual é a principal ameaça à Floresta Amazônica hoje?;desmatamento
Quais são os três grandes climas que abrangem o Amazonia?;aleatório entre chuvoso, tropical e semiárido
Quantos animais diferentes vivem na Floresta Amazônica?;centenas de milhares
Qual é a principal atividade econômica da região amazônica?;agricultura
Quanto do leito dos rios Amazonas está ocupado por sedimentos provenientes da floresta?;aproximadamente 90%
O que ocorre se o desempenho do bioma Amazônico for alterado significativamente?;mudanças climáticas globais
