pergunta;resposta  
De qual palavra grega deriva-se a palavra "farmácia"?;pharmakôn  
O que os farmacêuticos estudam?;fármacos, drogas e medicamentos  
Qual empresa pertence à indústria Pharmacy?;Big B Drugs  
Quais serviços são oferecidos por uma farmácia?;venda de produtos farmaceuticos e medicamentos  
Qual modelo wiki é usado em Pharmacy?;Template:Pharmacy  
Quem atua na disciplina Pharmacy?;American Society of Consultant Pharmacists  
Que produto é vendido em farmácias?;medicação, vitaminas e suplementos  
Qual serviço oferece uma farmácia?;atendimento farmacêutico e venda de produtos farmaceuticos  
Qual imagem representa Pharmacy?;Medicin man.jpg  
Quem atua no setor de atividade Health care em Pharmacy?;organizações e empresas listadas como pertencentes à indústria Pharmacy
