pergunta;resposta
Qual é o nome comum dado aos ctenóforos?;carambolas-do-mar ou águas-vivas-de-pente
O filo Ctenophora é encontrado em quais tipos de água naturalmente?;nas águas oceânicas e estuarinas
Quais são as características distintivas dos ctenóforos?;a presença de pentes formados por grupos de cílios que utilizam para nadar
Qual é a única característica conhecida que distingue os ctenóforos dos cnidários, apesar das semelhanças morfológicas superficiais?;a relação filogenética próxima com os Cnidaria não existe, sendo mais uma convergência evolutiva
Quais são as dimensões adultos típicas dos ctenóforos conhecidos?;de cerca de 1 mm a 1,5 m de comprimento
Qual é o tipo e classificação biológica do grupo Ctenophora?;Animal
Desde quando está presente no registro fóssil o grupo Ctenophora?;desde o Cambriano
Qual modelo wiki é usado para representar informações sobre Ctenophora?;Template:Taxonbar
Que categoria de artigos contém vídeos relacionados a ctenóforos?;Category:Articles containing video clips
Cite uma espécie-tipo do filo Ctenophora. ;Mnemiopsis leidyi
