pergunta;resposta
Quem fundou a Dinastia Yuan?;Kublai Khan
Em que ano a Dinastia Yuan foi formalmente estabelecida?;1271
Quais foram as capitais da Dinastia Yuan?;Shangdu e Khanbaliq
Em que ano a Dinastia Yuan foi dissolvida?;1368
Qual é o tipo de entidade da Dinastia Yuan?;Country
Qual batalha está relacionada à Dinastia Yuan?;Battle of Xiangyang
Quem pertence à Dinastia Yuan?;Temür Khan
Qual evento ocorreu durante a Dinastia Yuan?;Red Turban Rebellion
Quem morreu durante a Dinastia Yuan?;Emperor Gong of Song
Quem nasceu durante a Dinastia Yuan?;Princess Bokguk
