pergunta;resposta
Quem foi o fundador da Dinastia Yuan?;Kublai Khan
Qual foi a capital da Dinastia Yuan?;Dadu (atual Beijing)
Quem governou a China durante a Dinastia Yuan?;Os Mongols
Em que período durou a Dinastia Yuan?;De 1271 a 1368
Qual foi a principal contribuição da Dinastia Yuan para a China?;Introdução do uso de dinheiro papel e avanços na tecnologia
Qual foi o papel da Grande Muralha durante a Dinastia Yuan?;Foi reconstruída e ampliada para proteger o território chinês
Qual foi o período de paz e prosperidade sob os Mongols?;Pax Mongolica
Qual foi a influência do Islamismo na Dinastia Yuan?;A cultura islâmica influenciou a arte, arquitetura e religião
Como terminou a Dinastia Yuan?;Devido a conflitos internos e revoltas dos camponeses
Qual foi a principal cidade comercial durante a Dinastia Yuan?;Yangzhou e Hangzhou
