pergunta;resposta
O que é um ctenophora?;filo de animais marinhos
Qual o nome comum dado aos ctenophores?;carambolas-do-mar ou águas-vivas-de-pente
Que estrutura anatomica distinta os ctenophores possuem?;'pentes' - grupos de cílios
Como os ctenophores se locomovem?;utilizando cílios em pentes
Qual é a tamanho máximo dos adultos?;até 1,5 m de comprimento
Em qual período geológico os ctenophores apareceram primeiro?;no Cambriano
O que os ctenophores compartilham superficialmente com as medusas?;similaridade morfológica e transparência
Os ctenophores são animais coloniais ou não coloniais?;não coloniais
Qual é a função dos pentes nos ctenophores?;para nadar e se locomover
Como os ctenophores se defendem?;através da bioluminescência
