pergunta;resposta
Qual é o nome científico do grupo de animais conhecidos como carambolas-do-mar?;Ctenophora
Como são conhecidos popularmente os ctenóforos?;carambolas-do-mar
Em que ambiente os ctenóforos são encontrados?;marinhos
Qual é a característica distintiva dos ctenóforos?;pentas formadas por grupos de cílios que utilizam para nadar
Qual é o maior tamanho que um ctenóforo adulto pode atingir?;1,5 m
Com quais organismos os ctenóforos são superficialmente semelhantes?;medusas
O que representam as semelhanças entre ctenóforos e medusas?;convergência evolutiva
Desde quando os ctenóforos estão presentes no registro fóssil?;Cambriano
Qual é uma característica comum dos ctenóforos?;bioluminescentes
Que tipo de movimento os ctenóforos realizam utilizando seus cílios?;nadar
