pergunta;resposta
William Valentine atua na área Geology;julho 24, 1785 - agosto 6, 1857,
Petr Rajlich atua na disciplina Geology;january 10, 1923 – february 3, 1990
Robert T. Hill atua na disciplina Geology;february 25, 1894 - december 16, 1973,
Hinrich Johannes Rink atua na disciplina Geology;january 29, 1924 - september 28, 2006
Homer Jay Wheeler atua nas áreas Geology;june 4, 1875 - february 18, 1937,
Fred B. Kniffen atua na área Geology;october 19, 1890 - november 22, 1969
Peter Simon Pallaslas atua na disciplina Geology;july 24, 1905 – september 14, 1978,
Khudu Mammadov atua nas áreas Geology;november 16, 1936 - february 1, 2018
Maximilian Kravkov atua na disciplina Geology;january 25, 1947 – december 8, 2018,
Geology possui imagem representativa Jordens inre-numbers.svg;june 30, 1869 - february 18, 1938
