pergunta;resposta
Qual é o estado em que está localizada a cidade de Jacksonville?;Flórida
Jacksonville está localizada em qual rio?;Rio St. Johns
A cidade de Jacksonville foi batizada em homenagem a qual presidente dos Estados Unidos?;Andrew Jackson
Qual é o apelido mais conhecido de Jacksonville?;Cidade do Rio
Jacksonville é a maior cidade de qual estado em termos de área territorial?;Flórida
Qual é o nome do estádio da NFL localizado em Jacksonville?;TIAA Bank Field
Jacksonville é a sede do condado de qual região?;Duval
Qual é o nome do centro comercial mais famoso de Jacksonville?;Jacksonville Landing
Qual o nome do museu histórico e científico localizado na cidade?;Museum of Science and History (MOSH)
Jacksonville detém qual posição entre as cidades dos EUA em extensão territorial?;Cidade mais extensa da América do Norte
