pergunta;resposta
Qual é a capital de Victoria, na Austrália?;Melbourne
Quem é o governador atual de Victoria?;Linda Dessau
Qual foi a primeira colônia estabelecida na área que virou Victoria?;Colônia de Nova Gales do Sul
Em qual ano Victoria alcançou autogoverno?;1855
Qual é o esporte mais popular em Melbourne, conhecido como a capital esportiva?;Futebol Australiano (AFL)
Qual universidade pública mais antiga de Victoria?;Universidade de Melbourne
Em qual localização está sediado o Australian Open?;Melbourne Park
Qual é a densidade populacional de Victoria em habitantes por km²?;28
Quem foi o governante que estabeleceu Melbourne como capital federal?;Daniel Andrews
Qual evento anual é realizado no Melbourne Cricket Ground (MCG)?;Grande Final da AFL
