pergunta;resposta
Quem formulou originalmente o conceito de desobediência civil?;Henry David Thoreau
Quais movimentos históricos utilizaram a desobediência civil?;Processo de independência da Índia e do Paquistão e a luta pelos direitos civis nos Estados Unidos
Qual é o objetivo principal da desobediência civil?;Oposição a ordens injustas ou contra governos vistos como opressores
Quais são exemplos recentes de protestos que utilizaram a desobediência civil?;2021 End SARS memorial protest, 2019 Montenegrin anti-corruption protests, 2019–2020 clerical protests in Montenegro
Quem é um exemplo de pessoa associada à desobediência civil?;Tony Milligan
Quais métodos são utilizados na desobediência civil?;Protestos pacíficos
Quais organizações ou produtos estão relacionados à desobediência civil?;Ruckus Society e Code Rood
Qual evento em 2021 utilizou a desobediência civil?;2021 End SARS memorial protest
Quais categorias de Wikipedia estão associadas à desobediência civil?;Category:Direct action e Category:Nonviolence
Qual é a finalidade do Code Rood?;Civil disobedience
