pergunta;resposta
 Qual o nome official da dinastia Yuan?;O Grande Yuan  
Qual o nome chinês da Dynastia Yuan?;Dà Yuán  
Quem pertence à Dynastia Yuan como zoom e moeda?;Nasr al-Din (Yunnan)  
Em que império não chinês a Dynastia Yuan conseguiu?;Império Mongol  
Qual ruler leadia o clã mongol Borjigin?;Kublai Khan  
Quem foi o avô de Kublai Khan?;Genghis Khan  
Qual dynastia veio antes do Yuan?;inastia Song  
Qual dynastia veio depois do Yuan?;inastia Ming  
Qual ruler declarou formalmente a Dynastia Yuan no ano 1271?;Kublai Khan  
Qual dynastiaveo ou subsequente ao Yuan?;inastia Ming
