pergunta;resposta
Em que ano a Universidade Harvard foi fundada?;1636
Qual é o estado americano onde a Universidade Harvard está localizada?;Massachusetts
Quem foi um dos fundadores da Universidade Harvard?;Nathaniel Eaton
Qual é o nome do prédio mais antigo de Harvard ainda em uso?;Memorial Hall
Quantos alunos a Universidade Harvard possui aproximadamente?;20 mil
Como é chamada a escola jurídica da Universidade Harvard?;Harvard Law School
Quem foi um ex-presidente dos Estados Unidos formado pela Universidade Harvard?;John F. Kennedy
Qual premiação Nobel de ciências foi concedida ao laureado John Pople, associado à Universidade Harvard?;Nobel de Química
O quê significa o nome "Harvard"?;Faz referência a um benfeitor, John Harvard.
Quais são os principais campos de estudo na Universidade Harvard?;Ciências, humanidades e negócios
