pergunta;resposta
Qual o principal motivo da emigração de huguenotes da França?;perseguições contra as comunidades protestantes e a revogação do Édito de Nantes.
A qual denominação religiosa os huguenotes pertenciam majoritariamente?;calvinistas
Qual evento marcou o fim da autonomia religiosa e política dos huguenotes?;a revogação do Édito de Nantes
Em quais regiões da França os protestantes luteranos eram majoritários?;Alsácia, Moselle e Montbéliard
Qual o significado da relação entre os Huguenotes e Camisard?;Os Camisard eram um grupo de rebeldes huguenotes.
Quais locais nos Estados Unidos foram nomeados em homenagem aos huguenotes?;Orange County e Staten Island
Qual a relação entre os Scotch-Irish Americans e os huguenotes?;Os Scotch-Irish Americans são relacionados aos huguenotes.
Qual a data de referência utilizada para o ano em que os huguenotes foram considerados?;2010-12-31
Quais as categorias de história associadas aos huguenotes?;Anti-Catolicismo, Ethnoreligiosas e Guerras da Religião.
Qual a função do Édito de Nantes?;concedeu aos huguenotes uma autonomia religiosa, política e militar substancial.
