pergunta;resposta  
Quando começou a crise do petróleo de 1973?;outubro de 1973  
Quais países foram alvo do embargo inicialmente?;Canadá, Japão, Holanda, Reino Unido e Estados Unidos  
Qual foi o preço do petróleo em março de 1974?;quase US $ 12  
Qual foi outro termo para a crise do petróleo de 1973?;primeiro choque do petróleo  
Qual organização proclamou o embargo?;Organização dos Países Árabes Exportadores de Petróleo  
Por que o embargo foi imposto?;para punir países que apoiam Israel durante a Guerra de Yom Kippur  
Quais países entraram no embargo após o início?;Portugal, Rodesia e África do Sul  
Qual foi a consequência econômica do embargo?;crise global, com preços elevados de combustíveis  
Quando ocorreu a segunda crise do petróleo?;1979  
Qual foi o efeito do embargo nos Estados Unidos?;preços de combustíveis foram ainda mais altos
