pergunta;resposta
Qual é a capital da Polônia?;Varsóvia
Em qual país fica a cidade de Varsóvia?;Polônia
Qual é o nome do rio que passa por Varsóvia?;Vistula
Qual é o status da Cidade Velha de Varsóvia?;Patrimônio Mundial da UNESCO
Qual foi a situação da cidade de Varsóvia durante a Segunda Guerra Mundial?;Foi destruída e posteriormente reconstruída
Qual é o papel histórico de Varsóvia na história da Polônia?;Foi a capital do Reino Polonês e da República Checoslovaca
Como é conhecida Varsóvia em língua francesa?;Varsovie
Qual é a principal atração turística de Varsóvia?;Cidade Velha
Qual é a posição geográfica de Varsóvia na Polônia?;Centro do país
Qual foi o nome da cidade durante o período do Reino Polonês?;Varsóvia
