pergunta;resposta
Qual é o objetivo principal da União Europeia conforme mencionado no contexto?;promover a paz, seus valores e o bem-estar de seus povos
Qual é a natureza do direito da União Europeia segundo o Tribunal de Justiça?;uma nova ordem jurídica de direito internacional
Quais instituições da União Europeia transcendem os Estados-nação?;instituições políticas, políticas sociais e econômicas
Qual é o efeito do direito da União Europeia sobre as leis dos Estados-membros?;efeito direto ou indireto
Quais são as três principais fontes do direito da União Europeia?;direito primário, direito secundário e direito complementar
Quais são as fontes de direito primário da União Europeia?;tratados que instituem a União Europeia
Quais são os órgãos legislativos da União Europeia?;Parlamento Europeu e Conselho da União Europeia
Qual é a função do Tribunal de Justiça da União Europeia?;interpretar e garantir o cumprimento das normas da União Europeia
O que significa a transcendência das instituições da União Europeia?;cooperação e desenvolvimento humano entre os Estados-membros
Quais são os valores fundamentais da União Europeia mencionados no contexto?;paz, valores e bem-estar dos povos
