pergunta;resposta
Aqui estão 10 pares de `pergunta;resposta` gerados com base no texto fornecido:
pergunta;resposta
Qual o papel da floresta amazônica na regulação do clima global?;A floresta amazônica desempenha um papel fundamental na regulação do clima global
Quantas espécies de peixes podem ser encontradas na Amazônia?;mais de 3.000 espécies de peixes
Qual a importância da floresta amazônica para a biodiversidade?;A floresta amazônica é um dos lugares mais biodiversos do planeta
Quais povos indígenas habitam a floresta amazônica?;Centenas de povos indígenas habitam a floresta amazônica
Qual o principal rio que atravessa a floresta amazônica?;O rio Amazonas
Qual a principal ameaça à floresta amazônica atualmente?;Desmatamento
Qual a função da floresta amazônica na manutenção do ciclo da água?;A floresta amazônica ajuda a manter o ciclo da água
Quantas espécies de aves podem ser encontradas na floresta amazônica?;Cerca de 1.300 espécies de aves
Como a floresta amazônica influencia a geração de chuva?;A floresta amazônica influencia a geração de chuva através da evapotranspiração
Qual a importância da floresta amazônica para a pesquisa científica?;A floresta amazônica é um laboratório natural para a pesquisa científica
