pergunta;resposta
Qual é o nome chinês da dinastia Yuan?;元朝
Quando foi fundada a dinastia Yuan?;1271
Qual imperador mongol fundou a dinastia Yuan?;Kublai Khan
Qual era o título oficial da dinastia Yuan?;Grande Yuan (Dà Yuán)
Qual é o nome alternativo da dinastia Yuan em mongol?;Yeke Mongγol Ulus
 Qual foi a capital da dinastia Yuan?;Khanbaliq
Qual foi o imperador que dissolveu a dinastia Yuan?;Ming dynasty
Quem foi o neto de Genghis Khan que fundou a dinastia Yuan?;Kublai Khan
Qual foi o ano em que a dinastia Yuan foi oficialmente declarada?;1271
 Qual evento marcou o fim da dinastia Yuan?;Fell in 1368 with the establishment of the Ming dynasty
