pergunta;resposta
Qual é a maior imprensa universitária dos EUA associada à Universidade de Chicago?;University of Chicago Press,
Em qual ano o Centro Presidencial de Barack Obama será concluído na Universidade de Chicago?;2020,
Quem desenvolveu a primeira reação nuclear auto-sustentável do homem na Universidade de Chicago?;o departamento de física de Chicago
Onde ocorreu a primeira reação nuclear auto-sustentável do homem no campus da Universidade de Chicago?;sob o campo de Stagg da universidade.
Quais estudiosos da Universidade de Chicago tiveram um papel importante em várias disciplinas acadêmicas?;Os pesquisadores da Universidade de Chicago
Quantas escolas profissionais a Universidade de Chicago possui atualmente?;sete
Quantos estudantes estão matriculados na Universidade de Chicago?;5.000
Qual é a fundação da Universidade de Chicago?;1890,
Quantas divisões de pesquisa acadêmica a Universidade de Chicago possui?;quatro
Que tipo de instituição de ensino superior é a Universidade de Chicago?;uma universidade de pesquisa
