pergunta;resposta
Quem eram os Huguenotes?;protestantes franceses durante as guerras religiosas na França
Qual foi o principal motivo da expulsão dos Huguenotes da França?;perseguições contra as comunidades protestantes e a revogação do Édito de Nantes em 1685
Que religião predominava entre os Huguenotes?;calvinismo e Igreja Reformada
Em que região da França os Huguenotes eram majoritariamente luteranos?;Alsácia, Moselle e Montbéliard
Quando foi revogado o Édito de Nantes?;18 de outubro de 1685
Qual cidade suíça era o centro do movimento calvinista?;Genebra
O que representa o símbolo da cruz huguenote?;símbolo da fé calvinista
Qual grupo etnorreligioso está relacionado aos Huguenotes?;Scotch-Irish Americans
Quem foi o rei que promoveu as perseguições aos Huguenotes?;Luís XIV
Qual evento histórico marcou o fim do período de autonomia dos Huguenotes na França?;a revogação do Édito de Nantes
