pergunta;resposta
Qual o principal fator que contribui para a desigualdade econômica?;A concentração de renda
Qual a relação entre educação e desigualdade econômica?;Maior acesso à educação pode reduzir a desigualdade
Como a tributação progressiva pode impactar a desigualdade?;Reduz a desigualdade ao taxar proporcionalmente mais quem tem mais renda
Qual o papel das políticas sociais na redução da desigualdade?;Fornecem suporte financeiro e acesso a serviços para grupos vulneráveis
O que é mobilidade social e como ela se relaciona com a desigualdade?;Refere-se à capacidade de indivíduos ascenderem na escala econômica, sendo baixa em sociedades com alta desigualdade
Qual a influência da herança na desigualdade econômica?;Pode perpetuar a desigualdade ao transferir riqueza entre gerações
Como a globalização pode afetar a desigualdade econômica?;Pode aumentar a desigualdade ao beneficiar desproporcionalmente alguns setores e trabalhadores
O que é um imposto regressivo e como ele afeta a desigualdade?;É um imposto que penaliza proporcionalmente mais os mais pobres, aumentando a desigualdade
Quais são os impactos da desigualdade econômica na saúde pública?;Piora os indicadores de saúde, especialmente para populações de baixa renda
Como a discriminação no mercado de trabalho contribui para a desigualdade?;Limita as oportunidades para grupos marginalizados, perpetuando a desigualdade
