pergunta;resposta
packet-switching;A comutação de pacotes é um paradigma de rede de computadores onde os pacotes são encaminhados individualmente entre os nós.
qual_a_vantagem_da_comutacao_de_pacotes;A vantagem da comutação de pacotes inclui a otimização do uso da largura de banda, minimização da latência e aumento da robustez da comunicação.
exemplo_protocolo_sem_ligacao;O exemplo de protocolo sem ligação é o endereço IP.
quem_introduziu_o_conceito_de_packet_switching;Donald Davies introduziu o conceito de packet switching.
qual_tipo_de_comutacao_oferece_garantia_de_entrega_ordenada;A comutação por ligação (circuito virtual) oferece garantia de entrega dos pacotes de forma ordenada.
qual_e Uma desvantagem_da_comutacao_de_circuitos;Uma desvantagem da comutação de circuitos é que ela reserva recursos exclusivamente para a conexão, desperdiçando largura de banda quando não há dados para transmitir.
qual_tecnica_e_utilizada_na_comutacao_de_pacotes;Técnicas de multiplexagem temporal estatística são utilizadas na comutação de pacotes.
exemplo_protocolo_ligacao;O exemplo de protocolo de ligação é o ATM (comutação de células).
qual_e_a_abreviacao_para_packet_switching;A abreviação para packet switching é PS.
quem_estava_associado_atecnologia_ATM;W. David Sincoskie estava associado à tecnologia ATM.
