pergunta;resposta  
Quem formulou originalmente o conceito de desobediência civil?;Henry David Thoreau  
Qual figura histórica aplicou a desobediência civil no movimento de independência da Índia?;Mahatma Gandhi  
Quem foi um líder importante nos EUA que usou a desobediência civil nos direitos civis?;Martin Luther King  
Qual é o principal objetivo da desobediência civil segundo o contexto?;Protestar contra leis injustas ou governos opressores  
Em qual país a desobediência civil levou a mudanças significativas?;Índia  
Como a desobediência civil geralmente se manifesta?;Por meio de ações pacíficas e não violentas  
Qual direito a população tem se o governo não atender suas demandas?;O direito de desobedecer  
Qual filósofo influenciou a desobediência civil moderna?;Henry David Thoreau  
Qual é um método comum na desobediência civil?;Ações diretas e não violentas  
Qual é o resultado quando um governo é visto como opressor?;A população pode recorrer à desobediência civil
