pergunta;resposta
Qual foi o ano de fundação da British Satellite Broadcasting?;1986
Qual é a localização do escritório da British Satellite Broadcasting?;Londres
Qual filme foi produzido pela British Satellite Broadcasting?;Hardware (film)
Qual canal de TV é propriedade da British Satellite Broadcasting?;The Movie Channel (British TV channel)
Qual outro canal de TV é propriedade da British Satellite Broadcasting?;The Power Station (TV channel)
Quem sucediu a British Satellite Broadcasting?;Sky UK
Em que ano a BSB começou suas transmissões?;1990-03-25
Qual foi o destino final da British Satellite Broadcasting?;Mergula com Sky Television para formar BSkyB
Qual é o modelo de página wiki usado pela British Satellite Broadcasting?;Template:Infobox company
Qual é a categoria da British Satellite Broadcasting no Wikidata?;Agent
