Geologia

```csv
pergunta;resposta
Qual processo geológico é responsável pela formação de rochas sedimentares a partir da compactação e cimentação de sedimentos?;Compactação e cimentação
Qual tipo de rocha é formado pelo resfriamento e solidificação do magma ou lava?;Rochas ígneas
Qual a principal diferença entre rochas metamórficas e rochas sedimentares?;As rochas metamórficas são formadas sob pressão e temperatura, enquanto as rochas sedimentares são formadas pela acumulação de sedimentos.
O que é um estratificado?;Camadas de rochas diferentes
Qual o processo de formação de rochas ígneas a partir do magma, antes da sua solidificação?;Cristalização
Qual a principal fonte de energia que impulsiona os processos de erosão e transporte de rochas e sedimentos?;Gravidade
O que são fósseulos?;Restos fossilizados de organismos
Qual o processo de transformação de rochas em novas rochas, devido a mudanças de temperatura e pressão?;Metamorfose
O que é um vulcão?;Uma estrutura geológica que emite magma, lava, gases e cinzas
Qual a escala de tempo geológico utilizada para datar eventos e rochas?;Escala de Simpson
```
