pergunta;resposta
Qual foi a origem provável da Peste Negra?;Ásia Central ou na Ásia Oriental
Qual é a bactéria causadora da Peste Negra?;Yersinia pestis
Como a Peste Negra se espalhou pela Europa?;Por pulgas que viviam em ratos em navios mercantes
Qual foi a taxa de mortalidade na Europa durante a Peste Negra?;30% a 60% da população
Quais são as três formas da peste causadas pela Yersinia pestis?;Bubónica, pneumónica e septicémica
Quanto tempo levou para a população europeia se recuperar após a Peste Negra?;Cerca de 200 anos
Quais foram os efeitos sociais e religiosos da Peste Negra?;Convulsões religiosas, sociais e económicas
Em quais anos a Peste Negra atingiu o pico na Europa?;1347 a 1351
Qual fonte histórica menciona o avanço da peste na Inglaterra?;Crônica de Geoffrey the Baker
Qual imagem representa o vetor de transmissão da Peste Negra?;Flea infected with yersinia pestis.jpg
