pergunta;resposta
1. What are twin primes?;Two prime numbers that differ by 2.
2. What is a Mersenne prime?;A prime number that is one less than a power of two.
3. Which conjecture states there are infinitely many primes?;Euclid's theorem.
4. How can primes be used in cryptography?;They form the basis of public-key encryption systems.
5. What is the Sieve of Eratosthenes used for?;To find all prime numbers up to a specified integer.
6. Which property ensures that primes are the building blocks of integers?;The fundamental theorem of arithmetic.
7. Who proved that there are infinitely many primes?;Euclid.
8. What does Fermat's Little Theorem state about primes?;If p is prime and a is not divisible by p, then a^(p-1) ≡ 1 mod p.
9. Which algorithm can factor large primes efficiently?;The Quadratic Sieve or the Elliptic Curve Method (ECM).
10. What is the significance of the number 43 in primality testing history?;It was used by Paul Pritchard to demonstrate early parallel algorithms.
Maybe: What is the smallest prime number?;The smallest prime number is 2.
Alternatively, about the Goldbach conjecture: What famous unsolved problem in number theory involves primes?;Goldbach conjecture states every even integer greater than 2 can be expressed as the sum of two primes.
10. What famous unsolved problem involves primes?;Goldbach conjecture.
1. What are twin primes?;Two prime numbers that differ by 2.  
2. What is a Mersenne prime?;A prime number that is one less than a power of two.  
3. Which conjecture states there are infinitely many primes?;Euclid's theorem.  
4. How can primes be used in cryptography?;They form the basis of public-key encryption systems.  
5. What is the Sieve of Eratosthenes used for?;To find all prime numbers up to a specified integer.  
6. Which property ensures that primes are the building blocks of integers?;The fundamental theorem of arithmetic.  
7. Who proved that there are infinitely many primes?;Euclid.  
8. What does Fermat's Little Theorem state about primes?;If p is prime and a is not divisible by p, then a^(p-1) ≡ 1 mod p.  
9. Which algorithm can factor large primes efficiently?;The Quadratic Sieve or the Elliptic Curve Method (ECM).  
10. What famous unsolved problem involves primes?;Goldbach conjecture.
