pergunta;resposta
Qual foi o nome da dinastia que se estabeleceu na China após a dinastia Song?;Dinastia Yuan
Quem foi o fundador da Dinastia Yuan?;Kublai Khan
Qual era a origem étnica de Kublai Khan?;Mongol
Qual foi a principal razão para a ascensão da Dinastia Yuan ao poder?;Conquista militar
Qual foi a capital da Dinastia Yuan?;Dadu (atual Pequim)
Como a Dinastia Yuan se organizou administrativamente?;Em províncias e circuitos
Qual foi a importância do comércio durante a Dinastia Yuan?;Aumento do comércio entre a China e o mundo
Qual foi o impacto da Dinastia Yuan na cultura chinesa?;Incorporação de elementos da cultura mongol
Qual a importância do sistema de exames imperiais durante a Dinastia Yuan?;Permitir a ascensão social baseada no mérito
Qual foi o principal fator que contribuiu para o declínio da Dinastia Yuan?;Rebeliões e instabilidade interna
