pergunta;resposta
Qual é a localização da Universidade de Harvard?;Cambridge, Massachusetts
Qual a denominação religiosa original da Universidade de Harvard?;Congregacionalista e unitarista
Quem foi o 28º reitor da Universidade de Harvard?;Drew Gilpin Faust
Em que ano a faculdade de graduação de Harvard se tornou mista?;1977
Qual é a função de Robert Kean na Universidade de Harvard?;aluno
Qual a área de atuação de Shelly Errington na Universidade de Harvard?;aluna
Em que ano foi fundada a Universidade de Harvard?;1636
Quantos esportes intercolegiais Harvard compete?;42
Qual o tamanho aproximado do campus principal de Harvard?;85 hectares
Qual a função de Nancy Kanwisher na Universidade de Harvard?;aluna
