pergunta;resposta
"Qual foi o local de origem da Peste Negra?";"Ásia Central ou Ásia Oriental"
"Em qual período a Peste Negra teve seu pico na Europa?";"1347-1351"
"Que doença foi causada pela Peste Negra?";"Bubonic plague"
"Qual é o principal vetor da transmissão da Peste Negra?";"Pulga que vive nos ratos"
"Pode você dizer qual foi o impacto demográfico da Peste Negra na Europa?";"Morte de 75 a 200 milhões de pessoas"
"Em que região da Europa a Peste Negra fez sua primeira aparição?";"Crimeia em 1343"
"Qual foi o principal efeito econômico da Peste Negra?";"Redução da população e impacto nas economias"
"Quantas pessoas sobreviveram na Europa após a pandemia?";"Demorou cerca de 200 anos para recuperar níveis anteriores, com algumas regiões só retornando no século XIX"
"Na qual época a Peste Negra voltou a afetar a Europa após o pico medieval?";"Várias vezes até o início do século XX"
"Pode você dizer qual foi o percentual de mortalidade na Europa durante a Peste Negra?";"30% a 60% da população"
