pergunta;resposta
Qual foi o impacto estimado da Peste Negra na população da Eurásia? ;75 a 200 milhões de pessoas
Qual bactéria é considerada a causa da Peste Negra? ;Yersinia pestis
Em quais formas a Peste Negra se manifestava? ;Septicemia, pneumonia e bubônica
De onde a Peste Negra provavelmente teve sua origem? ;Ásia Central ou Ásia Oriental
Qual foi o principal vetor de transmissão da Peste Negra? ;Pulgas em ratos
Qual foi o nome dado a esta pandemia devastadora? ;Black Death
Em que período da Europa a Peste Negra atingiu seu pico de incidência? ;Entre os anos de 1347 e 1351
Qual a data aproximada da chegada da Peste Negra à Inglaterra? ;1346
Qual o impacto demográfico da Peste Negra na Europa, em comparação com a população pré-pandemia? ;Entre 30% e 60% da população
Qual a importância de Geoffrey the Baker, Chronicon Angliae para o estudo da Peste Negra? ;Fonte sobre a Peste Negra
