pergunta;resposta
Qual é o nome completo do Painel Intergovernamental sobre Mudanças Climáticas?;Painel Intergovernamental sobre Mudanças Climáticas (Português do Brasil)
Qual é o acrônimo mais conhecido do Painel Intergovernamental sobre Mudanças Climáticas?;IPCC
Qual a principal função do Painel Intergovernamental sobre Mudanças Climáticas?;sintetizar e divulgar o conhecimento mais avançado sobre as mudanças climáticas
Quais organizações estabeleceram o Painel Intergovernamental sobre Mudanças Climáticas?;Programa das Nações Unidas para o Meio Ambiente (PNUMA) e a Organização Meteorológica Mundial (OMM)
Qual o principal objetivo do Painel Intergovernamental sobre Mudanças Climáticas?;apontar suas causas, efeitos e riscos para a humanidade e o meio ambiente, e sugerindo maneiras de combater os problemas
Em que ano o Painel Intergovernamental sobre Mudanças Climáticas foi criado?;1988
Qual o papel da Organização Meteorológica Mundial (OMM) no Painel Intergovernamental sobre Mudanças Climáticas?;fornecer dados e informações meteorológicas
Qual a principal fonte de informação do Painel Intergovernamental sobre Mudanças Climáticas?;conhecimento produzido por cientistas de alto nível independentes
Qual o papel do Painel Intergovernamental sobre Mudanças Climáticas na definição de políticas?;sugerir maneiras de combater os problemas
Em que ano o Painel Intergovernamental sobre Mudanças Climáticas recebeu o Prêmio Nobel da Paz?;2007
Qual a sede principal do Painel Intergovernamental sobre Mudanças Climáticas?;Geneva, Suíça
