pergunta;resposta
Quais eram os protestantes franceses durante as guerras religiosas na França?;Huguenotes
Em qual região da França predominavam os luteranos entre os protestantes?;Alsácia, Moselle e Montbéliard
Quantos Huguenotes deixaram a França após a revogação do Édito de Nantes em 1685?;300 000
Qual foi o evento que precedeu a partida dos Huguenotes da França?;Revogação do Édito de Nantes
Em qual século ocorreu a maioria das perseguições aos Huguenotes na França?;Século XVI e início do século XVII
Quem era o monarca que revogou o Édito de Nantes em 1685?;Luís XIV
Qual é o nome da religião seguida majoritariamente pelos Huguenotes?;Calvinismo
O que significa a palavra "Huguenote" na língua inglesa?;Não há uma tradução direta, mas refere-se especificamente aos protestantes franceses calvinistas
Qual foi o efeito da revogação do Édito de Nantes sobre os Huguenotes?;Perseguição e êxodo em massa
Quem eram membros da Igreja Reformada entre os Huguenotes?;Huguenotes majoritariamente calvinistas
