pergunta;resposta
Quando a British Satellite Broadcasting (BSB) foi fundada?;1986
Em qual ano a BSB começou a transmitir?;1990
Qual empresa resultou da fusão da BSB?;BSkyB
Qual foi o dia em que a BSB iniciou suas transmissões?;25 de março
Qual foi a data de incorporação que levou à formação da BSkyB?;Novembro de 1990
Quais eram algumas das emissoras de TV pertencentes à BSB?;Galaxy, Now Channel, The Movie Channel
Qual foi o estúdio associado ao filme "Hardware"?;British Satellite Broadcasting
Qual foi a companhia por trás do filme "Memphis Belle"?;British Satellite Broadcasting
Qual canal foi criado para destacar filmes pornôs?;The Power Station (TV channel)
Qual foi o localização da sede da BSB?;Londres
