pergunta;resposta
Quem formulou originalmente o conceito de desobediência civil?;Henry David Thoreau
Qual movimento político utilizou a desobediência civil para lutar contra a segregação racial nos Estados Unidos?;Movimento pelos direitos civis
O que é uma forma pacífica de protesto política que se opõe a alguma ordem vista como injusta?;Desobediência civil
Qual evento em 2021 na Nigéria utiliza métodos de desobediência civil?;End SARS memorial protest
Qual ano teve protestos anti-corrupção em Montenegro baseados em desobediência civil?;2019
Quem é conhecido por sua conexão com a desobediência civil no século XIX nos Estados Unidos?;Veliyankode Umar Khasi
Qual sidebar do modelo de página wiki é usado na descrição da desobediência civil?;Template:Gandhi
O que inclui a categoria do assunto da desobediência civil?;Ativismo por tipo
Quem utiliza métodos de desobediência civil em protestos contra o fechamento escolar e cortes orçamentários?;National Campaign Against Fees and Cuts
Qual imagem representa um policial se comunicando com um manifestante durante ação de desobediência civil?;Police officer speaking to demonstrator during civil disobedience action.jpg
