pergunta;resposta
Qual é o nome em inglês de Victoria (Austrália)?;Victoria
Qual cidade é a segunda maior da Austrália?;Melbourne
Em que ano foi estabelecida a colônia de Vitória?;1851
Qual evento esportivo anual é realizado no Melbourne Cricket Ground?;Final da Liga Australiana de Futebol (AFL)
Qual foi o primeiro assentamento europeu na área que se tornaria o estado de Vitória?;A Baía de Sullivan
Qual estado da Austrália é o menor?;Victoria
Qual é o nome do parlamento de Victoria?;Parlamento de Vitória
Qual foi a principal causa do aumento populacional e da riqueza da colônia de Vitória nas décadas de 1850 e 1860?;A Corrida do Ouro de Vitória
Qual é o nome do principal museu de Victoria?;State Library Victoria
Qual cidade na Austrália tem origem na cidade de Victoria?;Melbourne
