pergunta;resposta
Qual o principal contraste entre a comutação de pacotes e a comutação de circuitos? ;A comutação de pacotes individualiza a transferência de dados em pacotes, enquanto a comutação de circuitos estabelece uma ligação virtual dedicada entre os nós.
Qual a principal vantagem da comutação de pacotes em relação ao uso da largura de banda da rede? ;A comutação de pacotes otimiza o uso da largura de banda da rede através da multiplexagem temporal estatística.
Quem é conhecido por seu trabalho fundamental no desenvolvimento da comutação de pacotes? ;Paul Baran
Qual o tipo de comutação de pacotes que utiliza um caminho virtual fixo sem parâmetros fixos? ;Com ligação (circuito virtual)
Quais exemplos de comutação por pacotes utilizam ligação (circuito virtual)? ;ATM (comutação de células), Frame Relay e X.25
Qual a característica principal da comutação de datagramas? ;Os pacotes são encaminhados independentemente, oferecendo flexibilidade e robustez.
Qual o papel do endereço de origem na comutação de datagramas? ;É necessário enviar-se sempre o endereço de origem.
Quem é conhecido por seu trabalho na comutação de pacotes? ;W. David Sincoskie
Qual o tipo de comutação de pacotes que utiliza um caminho virtual fixo sem parâmetros fixos? ;Com ligação (circuito virtual)
Qual o principal benefício da comutação de circuitos em relação à comutação de pacotes? ;Garante a entrega dos pacotes de forma ordenada.
Qual a principal característica da comutação de pacotes em relação à robustez da comunicação? ;A comutação de datagramas oferece flexibilidade e robustez superiores.
Qual o tipo de comutação de pacotes que utiliza um caminho virtual fixo sem parâmetros fixos? ;Com ligação (circuito virtual)
